step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,8.641558357594396e-09,1200.0,0.0,0.0,1200.0,0.0,0.0,0.0,956686211770.9613,-189.927404299291,53.501329922766175,172.64722777404802,11.59314312759885,196.93423567715558,-186.54080591293328,-151.56281975663094,322.38879992756154,-7.0068313776646916,240.10118402046095,4.802023680409219e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,1.9161981590287914e-08,2640.0,0.0,0.0,2640.0,0.0,0.0,0.0,956689444586.7595,-192.8204754543136,51.0212432407842,172.6486432424931,13.033303759138569,192.7550105928801,-182.73319811938293,-149.95678868791566,326.04713819397875,0.06546486136707733,240.71093242841445,1.0579086058691165e-08
3,7.28e-11,2.8799999999999997e-11,3.1899141260395764e-08,4368.0,0.0,0.0,4368.0,0.0,0.0,0.0,956696314703.5005,-197.2021682542058,51.48640455557859,173.3407122894215,17.193644878563635,194.09037249785965,-184.83180837603604,-149.94162178051445,322.8028525683376,3.1117957564471896,243.20045088303183,1.758325904412248e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,4.708370581440439e-08,6441.6,0.0,0.0,6441.6,0.0,0.0,0.0,956708119223.1174,-195.33109141052958,49.25794515103961,170.55705690433905,15.293685425350699,195.92759977015254,-180.66824974914564,-149.85659795433773,322.97352352452685,-0.5965083596488941,243.53688553357952,2.5999893808162986e-08
5,1.4883199999999998e-10,4.147199999999999e-11,6.480463176754214e-08,8929.92,0.0,0.0,8929.92,0.0,0.0,0.0,956727912211.5153,-179.457382400312,45.046673756902,169.35539937418872,42.77389693159231,185.8599269335007,-186.35548907497264,-136.24838005308655,319.022873305646,-6.402544533249001,230.9320797921518,3.5577109021303103e-08
6,1.9859839999999997e-10,4.976639999999999e-11,8.588475028237315e-08,11915.903999999999,0.0,0.0,11915.903999999999,0.0,0.0,0.0,956761195589.7249,-167.54816524131212,48.67891546784322,167.08488410716592,45.424696709993285,170.0218934826171,-181.29841130104865,-143.08933189076507,320.37537932813694,-2.4737282412488297,218.1326675273608,4.643278660653675e-08
7,2.5831807999999997e-10,5.971967999999998e-11,1.1076411497740904e-07,15499.084799999997,0.0,0.0,15499.084799999997,0.0,0.0,0.0,956797644115.6576,-161.18894309434793,43.927990278576075,174.57659236293097,51.85891269489434,169.4456673584969,-185.49996652133638,-141.70245536490663,318.2293973644122,-8.256724264092059,214.00678150669737,5.921320311594663e-08
8,3.29981696e-10,7.166361599999998e-11,1.3969413099014912e-07,19798.901759999997,0.0,0.0,19798.901759999997,0.0,0.0,0.0,956847799484.8682,-144.51419020979807,49.3071930667786,182.49600983622747,55.4310920842065,159.51045567840262,-185.50296736335804,-141.0861043586048,310.7191996190252,-14.996265468631005,201.22097530642102,7.363342582145147e-08
9,4.1597803519999995e-10,8.599633919999998e-11,1.7391162353629868e-07,24958.682111999995,0.0,0.0,24958.682111999995,0.0,0.0,0.0,956900741289.5729,-133.8541132557018,45.192144369159365,176.730456594242,43.6292167991151,148.41397226884868,-187.35331991077047,-149.6274173954493,320.4021353347931,-14.559859013146461,188.5356171553756,8.984679870562648e-08
10,5.191736422399999e-10,1.0319560703999998e-10,2.141196760115851e-07,31150.418534399992,0.0,0.0,31150.418534399992,0.0,0.0,0.0,956997503235.169,-126.82652237513322,50.01765164546855,178.902961816394,53.95338269431943,150.50930269725154,-190.65514898377447,-148.67278423449608,318.1641050605157,-23.682780322116777,188.48532711950125,1.0929765645585638e-07
11,6.430083706879998e-10,1.2383472844799998e-10,2.6303981243902883e-07,38580.50224127999,0.0,0.0,38580.50224127999,0.0,0.0,0.0,957151637633.7505,-132.03014654219658,48.9024480667768,185.82915645974904,47.27478356938774,152.7653416708765,-186.64796001649628,-159.05093330228854,326.8793547571405,-20.73519512869367,193.24448439664081,1.3322803470518817e-07
12,7.916100448255998e-10,1.4860167413759998e-10,3.211685639089926e-07,47496.60268953598,0.0,0.0,47496.60268953598,0.0,0.0,0.0,957371951248.4214,-125.62453194647192,48.42961873199928,182.53019109056876,49.949345618739905,149.33580534623587,-180.13350904129783,-149.87946864148003,327.3681292417367,-23.711273399758156,191.23492030447179,1.6164586401600318e-07
13,9.416100448255998e-10,1.5e-10,3.794025640264737e-07,56496.60268953598,0.0,0.0,56496.60268953598,0.0,0.0,0.0,957626046653.8716,-123.86137255288472,48.02552401416948,189.95632989803156,51.46786353196475,152.74423296757885,-179.04502881620468,-157.3389057420962,334.10207016982116,-28.882860414705327,194.95199108144402,1.9088866267821978e-07
14,1.0916100448256e-09,1.5e-10,4.356855912707565e-07,65496.60268953598,0.0,0.0,65496.60268953598,0.0,0.0,0.0,957846321502.3762,-105.29098091382232,35.98988777131057,207.98238013685562,72.75941716736767,142.28139445511138,-162.20608889889752,-167.77669813547084,318.9226709129895,-36.990413541287275,185.6519578815015,2.1873645636044502e-07
15,1.2416100448256e-09,1.5e-10,4.872858870380492e-07,74496.60268953598,0.0,0.0,74496.60268953598,0.0,0.0,0.0,958052607110.1177,-75.95249424490783,28.567361856462476,248.9864766671219,107.34074662084721,151.2586010760666,-128.72389410688496,-205.45122536739748,321.0080190522372,-75.30610683119336,204.92065763507526,2.494745550057063e-07
16,1.3916100448256001e-09,1.5e-10,5.452124379407173e-07,83496.602689536,0.0,0.0,83496.60268953598,0.0,0.0,0.0,958243694097.4961,-112.26896435705864,4.5656497958816376,204.2865020511231,113.30333471091744,141.3517246882553,-150.05172574406217,-191.9368355538444,323.33264123236967,-29.082760331222076,192.29557301282512,2.7831889095763006e-07
17,1.5416100448256002e-09,1.5e-10,6.042616542936989e-07,92496.60268953598,0.0,0.0,92496.60268953598,0.0,0.0,0.0,958447166072.0319,-130.9005531726305,1.8320059807358748,197.5412200384806,94.88536073255855,158.14318060493935,-164.32622845086885,-157.4762641463967,324.733680384228,-27.242627432338278,202.04187902072027,3.086251728107381e-07
18,1.6916100448256003e-09,1.5e-10,6.676626627205105e-07,101496.60268953597,0.0,0.0,101496.60268953598,0.0,0.0,0.0,958636319063.7362,-155.9844725281755,-5.6991084687144085,174.74677075450506,78.33448367489686,149.13366550910098,-191.07990533876168,-141.42734125001166,334.3638047173134,6.850807019104003,200.12848936349522,3.386444462152624e-07
19,1.8416100448256005e-09,1.5e-10,7.248351981081794e-07,110496.60268953597,0.0,0.0,110496.60268953598,0.0,0.0,0.0,958822710751.1261,-100.40494833707677,4.760425499576643,190.56741463578766,87.63817675417175,120.35412326439517,-166.1742938639292,-187.7172988290495,317.69032765602014,-19.94917492730245,164.75356322887126,3.633574806995931e-07
20,1.9916100448256006e-09,1.5e-10,7.867997656569522e-07,119496.60268953597,0.0,0.0,119496.60268953598,0.0,0.0,0.0,958843246226.9376,-136.6809356424859,20.682477930789844,155.6817677974731,30.29367956940327,118.22169469093603,-202.6657006252895,-162.44177841619677,304.0718969717327,18.45924095153564,162.19850463236025,3.8768725639444715e-07
