step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.5917452615915426e-08,2078.460969082653,0.0,0.0,0.0,0.0,0.0,1200.0,2055017897449.0574,-279.18443911269173,-892.0687123040076,469.807596040306,767.5741872598956,396.62681290596424,-453.2620984959802,-674.6646847868931,-186.63787570955182,-120.05026640473261,567.5311982639789,1.1350623965279578e-08
2,4.3999999999999997e-11,2.3999999999999998e-11,3.4962431010406006e-08,4572.614131981836,0.0,0.0,0.0,0.0,0.0,2640.0,2054973623670.208,-249.65462655988233,-894.3890980658989,476.9860373679723,770.2261898508696,375.7928640953475,-453.9665279215165,-674.5905874978664,-226.45826496359044,-126.23114449688231,564.6255121755939,2.490163625749383e-08
3,7.28e-11,2.8799999999999997e-11,5.818165700295932e-08,7565.597927460856,0.0,0.0,0.0,0.0,0.0,4368.0,2054951648312.0007,-278.5253320503187,-881.9930055691966,483.8298028672183,768.9693627577693,385.75596495382223,-448.20536951895014,-667.781066420162,-236.86443441094306,-107.31965216360331,574.9597415231362,4.146047681336015e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,8.523734386981214e-08,11157.17848203568,0.0,0.0,0.0,0.0,0.0,6441.6,2054931667781.6377,-242.8863302860807,-871.2081541354843,473.27139491104003,744.4507242072883,350.94187651051965,-452.47159588747553,-668.5329450370705,-233.10898154174674,-108.14247849154819,551.3355840482652,6.05146345980682e-08
5,1.4883199999999998e-10,4.147199999999999e-11,1.1833796165812149e-07,15467.07514752547,0.0,0.0,0.0,0.0,0.0,8929.92,2054920891064.5217,-255.67976772728892,-824.1743676852998,481.58670879091466,730.6126498078437,320.80646488211124,-475.64683605556417,-673.9719793247102,-251.24067364555174,-65.21217932171798,553.5384536068183,8.347098134605015e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.5777156851352763e-07,20638.951146113213,0.0,0.0,0.0,0.0,0.0,11915.903999999999,2054893188355.8315,-236.807308863561,-810.6404245761493,482.3467311664487,728.3178734777836,302.37693126536254,-469.38709459507356,-660.3241682988819,-254.54512992455196,-65.6541008129117,537.3300594414105,1.1021196401623516e-07
7,2.5831807999999997e-10,5.971967999999998e-11,2.0502922291334574e-07,26845.202344418507,0.0,0.0,0.0,0.0,0.0,15499.084799999997,2054908041842.9775,-226.92841425142524,-815.0367222091339,476.96872718000344,718.6227509923825,320.5991031844898,-459.58104700534994,-665.8070699244743,-257.4665590636378,-93.73572422273821,543.2145663275801,1.42652564088657e-07
8,3.29981696e-10,7.166361599999998e-11,2.6199334675592645e-07,34292.70378238486,0.0,0.0,0.0,0.0,0.0,19798.901759999997,2054945375298.3171,-234.70939419650634,-811.5125135221673,480.33596884855945,711.109350053639,342.34762504694424,-466.09574088496106,-652.4484924798746,-242.443246786362,-107.70396633437244,550.6093878611803,1.821112238263357e-07
9,4.1597803519999995e-10,8.599633919999998e-11,3.29737342711685e-07,43229.70550794448,0.0,0.0,0.0,0.0,0.0,24958.682111999995,2055033680008.6113,-195.68024837150008,-805.8470572227762,465.0993880875771,702.5358269551056,328.9132327280788,-428.02238426891466,-672.099961095935,-283.10559384703146,-133.30585823429405,543.9717213839888,2.2889080049368108e-07
10,5.191736422399999e-10,1.0319560703999998e-10,4.101029785912886e-07,53954.10757861603,0.0,0.0,0.0,0.0,0.0,31150.418534399992,2055223507580.3523,-171.31599878682118,-779.1050478773838,492.694825374976,692.3573578993182,311.2599223108072,-447.7518493272328,-661.125286155792,-248.55649489252775,-140.00590414675062,520.3865293580158,2.825924042862203e-07
11,6.430083706879998e-10,1.2383472844799998e-10,5.089982215837675e-07,66823.39006342189,0.0,0.0,0.0,0.0,0.0,38580.50224127999,2055523089831.6917,-204.67919453180141,-741.8321694507655,494.2140003612563,682.6489853461783,331.6256117841419,-409.7374942675392,-663.3964825396829,-275.93823969767254,-127.20828239014472,528.6393559739416,3.4805631538017897e-07
12,7.916100448255998e-10,1.4860167413759998e-10,6.232007346110041e-07,82266.52904518892,0.0,0.0,0.0,0.0,0.0,47496.60268953598,2055975230012.4753,-141.69890791247076,-686.105076617956,516.3854033397226,637.0938225447478,265.1758342023648,-403.72076582741227,-645.4300624271697,-275.6961936214423,-123.53396963123917,480.26968890900883,4.19425195189602e-07
13,9.416100448255998e-10,1.5e-10,7.35593182550443e-07,97854.98631330881,0.0,0.0,0.0,0.0,0.0,56496.60268953598,2056495325062.56,-119.23792416653242,-649.176996292627,570.0994323858022,635.9581619238919,215.13327988010718,-389.1549089126558,-650.5844361018197,-244.76203617846153,-95.95247700944013,427.36286054141266,4.835296242708139e-07
14,1.0916100448256e-09,1.5e-10,8.455909577984545e-07,113443.4435814287,0.0,0.0,0.0,0.0,0.0,65496.60268953598,2057088476220.0046,-59.397469503921876,-592.4813067109859,604.24034782016,614.105245912963,188.27959893026073,-351.0178446460962,-630.666967129637,-220.59504532913164,-128.93215683890438,382.58279826657684,5.409170440108004e-07
15,1.2416100448256e-09,1.5e-10,9.5486517477866e-07,129031.90084954859,0.0,0.0,0.0,0.0,0.0,74496.60268953598,2057477322850.3088,-33.48851235739911,-531.8070567979987,613.5196143222745,585.159664846601,144.2420434814961,-396.65819237964143,-608.0639975176514,-153.74697132565092,-110.8084158736562,353.1919279777279,5.938958332074596e-07
16,1.3916100448256001e-09,1.5e-10,1.0671607446293245e-06,144620.35811766848,0.0,0.0,0.0,0.0,0.0,83496.60268953598,2057733385294.2317,-49.50217518488572,-494.8461330895451,602.9071171166098,581.9285615183043,90.56297962247676,-459.32428087434664,-595.1146182300874,-148.26867156433906,-41.11867359500338,365.8319268561283,6.487706222358789e-07
17,1.5416100448256002e-09,1.5e-10,1.174091020987203e-06,160208.8153857884,0.0,0.0,0.0,0.0,0.0,92496.60268953598,2058141221452.5645,-49.67385212080455,-447.3500864319386,659.969645676541,529.0088217099625,47.437864735520044,-450.9848529600033,-587.7959931208305,-74.01740829201091,2.1818217624684753,314.6160439715598,6.959630288316128e-07
18,1.6916100448256003e-09,1.5e-10,1.284221657671483e-06,175797.27265390827,0.0,0.0,0.0,0.0,0.0,101496.60268953598,2058645552797.2993,-41.502951052124544,-353.1241278666127,673.0364820609442,478.4612493919931,23.857661269278356,-484.4716204616441,-605.2843706182761,-42.587699789602425,17.57788354929557,317.9583827985502,7.436567862513954e-07
19,1.8416100448256005e-09,1.5e-10,1.39345990448954e-06,191385.72992202817,0.0,0.0,0.0,0.0,0.0,110496.60268953598,2058933198816.963,0.8828090520390243,-354.04526652361955,639.7975728483124,507.233896759256,-55.46007682261147,-510.7703850650693,-559.7322946492518,1.184449838287877,54.53104423340352,317.0990902456583,7.912216497882441e-07
20,1.9916100448256006e-09,1.5e-10,1.5014315735739485e-06,206974.18719014808,0.0,0.0,0.0,0.0,0.0,119496.60268953598,2058934715973.8362,15.58787080693287,-378.70079104766586,637.8925698636501,497.39921042137064,-44.76017621762102,-491.7140178213413,-554.1785312324804,-12.042862387316774,29.126409602987213,306.08166396061216,8.371338993823359e-07
21,2.1416100448256007e-09,1.5e-10,1.6124607299066384e-06,222562.64445826798,0.0,0.0,0.0,0.0,0.0,128496.60268953598,2058583713118.9548,148.42899669961682,-391.9581224048131,591.2970043557345,559.0471868607016,-85.04456286773336,-490.90030785531786,-500.4845448178121,-19.57006641472693,-63.42849430834529,348.0035912291498,8.893344380667084e-07
22,2.2916100448256008e-09,1.5e-10,1.7270400785266138e-06,238151.1017263879,0.0,0.0,0.0,0.0,0.0,137496.602689536,2056727646297.1733,100.20387212797911,-335.8815936885015,538.3403026390499,496.93211585214215,-29.191924780355286,-518.2196758833937,-467.18821066094677,-19.615539087187162,-71.05511185173067,342.6126267904037,9.40726332085269e-07
23,2.441610044825601e-09,1.5e-10,1.8403844768923096e-06,253739.5589945078,0.0,0.0,0.0,0.0,0.0,146496.602689536,2056173116534.6494,148.83993884543955,-315.81792466457557,570.6820761957687,490.71100821755954,-48.86031461367109,-497.27640974298066,-486.28539213279225,21.09784650249881,-99.95978112005406,333.4274764761331,9.907404535566889e-07
24,2.591610044825601e-09,1.5e-10,1.951467485937704e-06,269328.0162626277,0.0,0.0,0.0,0.0,0.0,155496.602689536,2055200096989.5527,134.5531912681973,-294.1935862821409,514.808064128226,408.94658503226066,-22.97723869281522,-559.3596864334414,-414.24132586549024,60.017570033511795,-111.6147566054688,334.0684591111593,1.0408507224233628e-06
25,2.741610044825601e-09,1.5e-10,2.0611690744310865e-06,284916.4735307476,0.0,0.0,0.0,0.0,0.0,164496.602689536,2053030554923.6387,73.615676392634,-298.4462680586041,551.9202021238403,402.35064572139856,-72.33176918075368,-470.104563560604,-429.43801721076,-38.32027716073899,-1.3212650406607782,319.1653807202146,1.088725529531395e-06
26,2.891610044825601e-09,1.5e-10,2.1724331133536395e-06,300504.9307988675,0.0,0.0,0.0,0.0,0.0,173496.602689536,2052307393965.232,63.68108623368465,-234.24034249599129,531.5274300909399,353.0088426839033,-98.9519888870319,-529.6214428966457,-389.09367381821886,6.358987394618302,35.23412851164663,335.84389737992217,1.1391021141383834e-06
27,3.0416100448256013e-09,1.5e-10,2.279419908718735e-06,316093.3880669874,0.0,0.0,0.0,0.0,0.0,182496.602689536,2050543180512.6118,107.36942409797423,-246.2015106828245,482.49339656441026,302.4211511084739,-54.537769719104396,-466.4741426906185,-390.89302582517735,-29.973675092243276,-52.86804516243083,312.3069511358138,1.1859481568087555e-06
28,3.1916100448256014e-09,1.5e-10,2.383546199464975e-06,331681.84533510724,0.0,0.0,0.0,0.0,0.0,191496.602689536,2049681493160.4927,117.66768310327663,-213.68736221630337,510.56877563710293,265.46889313756844,-80.88505616662636,-416.9540810489615,-377.9117018672295,-17.20147563290939,-36.818261339066495,289.97562783533334,1.2294445009840555e-06
29,3.3416100448256015e-09,1.5e-10,2.488698415397382e-06,347270.30260322714,0.0,0.0,0.0,0.0,0.0,200496.602689536,2048363497974.7175,180.69984239440754,-219.70902646890417,518.1535254598989,272.29797339471384,-133.47753670246345,-416.4999720593873,-411.00884330626883,-49.17996281031681,-47.36411095516093,334.92659479205685,1.279683490202864e-06
30,3.4916100448256016e-09,1.5e-10,2.5939539037910795e-06,362858.75987134705,0.0,0.0,0.0,0.0,0.0,209496.602689536,2047751632858.5344,237.8183361506336,-209.62142014327137,531.1667879217631,263.9422768913047,-198.12974885792417,-403.5838523932684,-419.85543461305303,-64.61432784391017,-39.72064535236847,378.2996541319237,1.3364284383226525e-06
31,3.6416100448256017e-09,1.5e-10,2.696715583620496e-06,378447.21713946696,0.0,0.0,0.0,0.0,0.0,218496.602689536,2046614476273.3582,184.1005860513833,-184.65534589280605,509.78544260500166,210.11772463728562,-151.49729857764797,-394.0070033233322,-404.5708340615173,-40.36318534640598,-32.6342999897763,324.66126808336253,1.3851276285351568e-06
32,3.791610044825601e-09,1.5e-10,2.795962227479358e-06,394035.67440758686,0.0,0.0,0.0,0.0,0.0,227496.602689536,2045763444172.0525,272.6974782307484,-202.97191262992405,525.3973152294902,171.96616564620973,-165.73405580148108,-375.95544710139507,-398.7391266501839,-51.43630436054493,-106.98955692348633,376.9280553151214,1.441666836832425e-06
33,3.941610044825601e-09,1.5e-10,2.8983133109522167e-06,409624.1316757067,0.0,0.0,0.0,0.0,0.0,236496.602689536,2043971630248.2266,236.35041909612949,-168.9888543580136,530.9897204807512,201.32314987147402,-260.5063098044266,-359.29735345599346,-393.46759118365526,-44.46029404247346,24.12936799596143,379.29436657021245,1.498560991817957e-06
34,4.091610044825601e-09,1.5e-10,2.9918094450760375e-06,425212.5889438266,0.0,0.0,0.0,0.0,0.0,245496.602689536,2042314125777.6006,260.41780869894933,-242.36260736073413,566.0311258721015,156.56711441320877,-267.2044081918353,-320.94434738375793,-356.01119623673077,-61.57213343269462,6.7236749479543345,398.45943869248595,1.55832990762183e-06
35,4.2416100448256004e-09,1.5e-10,3.0870016404452876e-06,440801.0462119465,0.0,0.0,0.0,0.0,0.0,254496.602689536,2041471243933.0447,308.8392571694668,-223.76238684640023,570.652334195393,171.31466210477103,-240.66807162412786,-298.40513983512824,-354.9734075449071,-12.982209365355088,-68.20912879918028,392.48814415784085,1.6172031292455061e-06
36,4.3916100448256e-09,1.5e-10,3.1882459917768714e-06,456389.5034800664,0.0,0.0,0.0,0.0,0.0,263496.602689536,2038591123908.641,218.2986801683874,-155.88087278614816,516.3809177376897,168.39692839311573,-157.69776572550023,-342.251780399767,-338.5477822996447,7.065213831019128,-60.629008605266264,314.3929927340899,1.6643620781556196e-06
37,4.5416100448256e-09,1.5e-10,3.2936336981588227e-06,471977.96074818633,0.0,0.0,0.0,0.0,0.0,272496.602689536,2035799095232.6511,222.71274311381322,-126.48219447824286,443.42630211898455,184.87587193583167,-209.28393838925388,-346.02393265037625,-311.85727126022,-7.526945579737003,-13.456329678433342,333.10762334328825,1.714328221657113e-06
38,4.6916100448255995e-09,1.5e-10,3.3973475749450275e-06,487566.41801630624,0.0,0.0,0.0,0.0,0.0,281496.602689536,2034256223225.389,241.58284241988352,-135.86144852724448,438.1330904200834,170.7189809404243,-160.36059518382066,-350.0250926363196,-361.7551799547036,15.29885684642606,-81.25126123628391,316.4645325481712,1.7617979015393386e-06
39,4.841610044825599e-09,1.5e-10,3.5008017773703478e-06,503154.87528442615,0.0,0.0,0.0,0.0,0.0,290496.602689536,2031634121688.397,174.2925500325138,-102.40578038037422,375.2276230234107,118.64164752635318,-96.85935397597042,-367.50414404557876,-289.82806164339485,-11.31793862398704,-77.47306258255942,284.36259982329364,1.8044522915128326e-06
