step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.4571733103808992e-08,1385.6406460551018,0.0,0.0,0.0,0.0,0.0,800.0,1430428346485.419,399.58046949055995,203.37478893985903,259.12055925018365,6.340568671637476,-59.62538840103088,-129.59097383948438,-635.0210140981878,109.18988267538553,-343.8088100629458,499.5152184962529,9.990304369925058e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,3.244195188025762e-08,3048.409421321224,0.0,0.0,0.0,0.0,0.0,1760.0,1430424917639.5015,412.55658742614014,212.00758841787956,254.3344993977776,13.774435560074552,-52.78760698204713,-134.71452140958718,-628.4030604067948,119.99813703660756,-359.7496956804044,515.0857560637924,2.2352362515456074e-08
3,7.28e-11,2.8799999999999997e-11,5.371857713471232e-08,5043.7319516405705,0.0,0.0,0.0,0.0,0.0,2912.0,1430421967897.849,409.4889830202668,200.06256765098507,240.54311603211383,12.764671329438169,-63.584222434651295,-151.0318610992214,-641.4581331647759,125.44034059783961,-345.88981766521607,512.9688436218523,3.712586521176542e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,7.951980677914824e-08,7438.118988023785,0.0,0.0,0.0,0.0,0.0,4294.4,1430433334750.9011,417.5740469464575,200.84198386329297,237.422370397147,14.858467287260723,-61.86989823758956,-153.02980504162312,-640.5179864856127,116.99911409117445,-355.69132218466973,522.7285918983068,5.5191365347770905e-08
5,1.4883199999999998e-10,4.147199999999999e-11,1.1031157057841318e-07,10311.383431683644,0.0,0.0,0.0,0.0,0.0,5953.279999999999,1430447357980.9895,413.2162625938051,203.52610377180335,230.53924995858597,17.996940663357158,-79.82259724977227,-133.7122280157694,-639.2230413657685,98.03972851410121,-333.3823419847713,514.423189309267,7.652552385480482e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.472600193618109e-07,13759.300764075473,0.0,0.0,0.0,0.0,0.0,7943.935999999998,1430445857321.4382,403.280593639711,207.3414071471824,227.61095096462813,21.66773046586776,-70.2402936709641,-134.56065542409226,-641.2355042343064,92.15489600765515,-333.030170520846,510.64820430721454,1.0193864664963937e-07
7,2.5831807999999997e-10,5.971967999999998e-11,1.90699753448291e-07,17896.801562945668,0.0,0.0,0.0,0.0,0.0,10332.723199999997,1430456549267.6091,377.7415379481682,200.78946046468113,213.82606169730946,29.424140951221588,-72.80283190534878,-125.98832231120943,-639.2941027869496,89.83647121934071,-304.92959603787114,488.9683947974261,1.3113968271705532e-07
8,3.29981696e-10,7.166361599999998e-11,2.4336067887030047e-07,22861.802521589903,0.0,0.0,0.0,0.0,0.0,13199.267839999997,1430494452191.7263,373.0124654432623,202.82663384522897,210.5006568297555,29.930099092706467,-53.24916903123924,-134.313373161114,-657.3065360048824,70.5898013310544,-319.75509775221644,498.76717208011866,1.6688314181041085e-07
9,4.1597803519999995e-10,8.599633919999998e-11,3.0677694710926655e-07,28819.803671962985,0.0,0.0,0.0,0.0,0.0,16639.121407999995,1430585091281.2087,354.4495371423562,196.98929297159768,215.30950473458762,51.2530091509603,-33.1095591104175,-129.98499732909582,-673.3030955776636,40.86388976116234,-321.3326116682356,496.4190672014487,2.095733642988142e-07
10,5.191736422399999e-10,1.0319560703999998e-10,3.831410871856435e-07,35969.405052410686,0.0,0.0,0.0,0.0,0.0,20766.945689599994,1430740088847.1648,353.84177884750824,179.87358965064743,215.24213649533522,56.905252765367095,-32.53934301098579,-117.1774727159188,-704.433114004054,-8.446656606260307,-321.2958304143136,506.66922228942656,2.618594022614563e-07
