step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.8295770381823722e-08,2771.2812921102036,0.0,0.0,0.0,0.0,0.0,1600.0,956686211770.9617,-189.92740426091407,53.50133003163909,172.64722778357378,11.593143084589824,196.9342355263073,-186.54080582992043,-151.56281969029547,322.3887999073442,-7.00683126531855,240.10118393556766,4.802023678711353e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,4.0249868763573326e-08,6096.818842642448,0.0,0.0,0.0,0.0,0.0,3520.0,956689444599.831,-192.5744288568369,51.34480329406844,172.71199020616095,13.384750729932975,192.99297822800648,-182.68966079513123,-149.9769639759752,326.01907117529584,-0.4185493711010492,240.7715842997373,1.0580541701905048e-08
3,7.28e-11,2.8799999999999997e-11,6.669777775575896e-08,10087.463903281141,0.0,0.0,0.0,0.0,0.0,5824.0,956696314747.7369,-196.66033765334848,52.19851203979725,173.48009717777245,17.967226190608372,194.61425694277148,-184.73585727856064,-149.98605728758304,322.74103082406936,2.0460807105939596,243.33036279393656,1.7588456150370422e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,9.83815540899837e-08,14876.23797604757,0.0,0.0,0.0,0.0,0.0,8588.8,956708119330.3363,-194.43517097357116,50.4371542767846,170.788984472512,16.572944619142323,196.79365563649162,-180.5076645234617,-149.9314769338177,322.87111547970716,-2.3584846628816507,243.76862203282153,2.601309972782473e-08
5,1.4883199999999998e-10,4.147199999999999e-11,1.368014950626288e-07,20622.766863367287,0.0,0.0,0.0,0.0,0.0,11906.559999999998,956727912424.9319,-178.13248636735332,46.78655660981885,169.69531073354082,44.66329009557326,187.13904110228094,-186.12136720163997,-136.35732455949676,318.8732639631905,-9.006554734909736,231.49096796127827,3.5613493151114864e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.8294649748772528e-07,27518.601528150946,0.0,0.0,0.0,0.0,0.0,15887.871999999996,956761195929.7755,-165.7032350595014,51.09467050231514,167.554943438681,48.0468930986351,171.7881794834737,-180.97876861648078,-143.24288048333455,320.16952121586075,-6.084944424024989,218.94118402264706,4.650940769165953e-08
7,2.5831807999999997e-10,5.971967999999998e-11,2.3837580916334783e-07,35793.603125891335,0.0,0.0,0.0,0.0,0.0,20665.446399999993,956797645237.672,-158.74185415900604,47.14782639159059,175.21192121055785,55.34946423564526,171.8153057645386,-185.05502130376675,-141.91497459187514,317.9555130331659,-13.073451605523163,215.29646484892527,5.936684367756859e-08
8,3.29981696e-10,7.166361599999998e-11,3.0508361619800297e-07,45723.60504317981,0.0,0.0,0.0,0.0,0.0,26398.535679999994,956847801087.9053,-141.29844997203062,53.48469478175673,183.31390493440153,59.96650065980499,162.56632109268105,-184.9225812391432,-141.3661478560549,310.3672078096607,-21.267871120659425,203.3534759367411,7.393988908936444e-08
9,4.1597803519999995e-10,8.599633919999998e-11,3.842982529470149e-07,57639.60734392597,0.0,0.0,0.0,0.0,0.0,33278.24281599999,956900741244.7943,-129.76568114431578,50.5479164202791,177.80139402357054,49.447477160720254,152.3504064023235,-186.6194229093627,-149.98947682177015,319.9389284310269,-22.584725258028556,191.19481192923254,9.038194298931092e-08
10,5.191736422399999e-10,1.0319560703999998e-10,4.802910161163241e-07,71938.81010482137,0.0,0.0,0.0,0.0,0.0,41533.89137919999,956997558418.4241,-121.39984791111767,55.92824416522642,181.34415651307452,61.04320377121607,154.64658169439943,-189.0950404444356,-149.402454949898,316.7361101140422,-33.24673378327176,191.93097875470917,1.1018837685168448e-07
11,6.430083706879998e-10,1.2383472844799998e-10,5.956282287782052e-07,89097.85341789585,0.0,0.0,0.0,0.0,0.0,51440.66965503999,957151692319.3763,-125.4809308841362,58.15395775291157,188.32152113792577,57.2814722454614,160.572204199566,-185.42259457162845,-158.8332630990566,326.0799525494242,-35.09127331542751,199.5828789369461,1.3490366846771125e-07
12,7.916100448255998e-10,1.4860167413759998e-10,7.339911802879118e-07,109688.70539358523,0.0,0.0,0.0,0.0,0.0,63328.80358604799,957371426563.6329,-119.05951319438212,58.169730206262415,182.1503567951599,58.173747405196735,155.86029305957598,-180.78539174041782,-150.14160424489592,326.3822083420386,-36.800779865161005,196.13141010884044,1.6404912436085315e-07
13,9.416100448255998e-10,1.5e-10,8.746973056668806e-07,130473.31508441175,0.0,0.0,0.0,0.0,0.0,75328.80358604799,957623530744.3395,-107.40946926358019,63.119371520379666,198.17300676277856,66.08648613293099,157.4693760085866,-178.61079179908708,-161.9987421927416,328.5443695482058,-50.05990674501109,198.46208224615205,1.9381843669777596e-07
14,1.0916100448256e-09,1.5e-10,1.0166952785210148e-06,151257.9247752383,0.0,0.0,0.0,0.0,0.0,87328.80358604799,957874686809.7621,-102.74834907201571,51.247218053025165,207.96331642611923,91.18298077601916,160.20668950713164,-157.2324058462563,-164.72218147658538,323.5476311633667,-57.4583404351099,207.25720448540793,2.2490701737058716e-07
15,1.2416100448256e-09,1.5e-10,1.1612849746174814e-06,172042.5344660648,0.0,0.0,0.0,0.0,0.0,99328.80358604799,958100541399.707,-58.44502139167263,46.62375471939177,252.9862482186827,126.83037630879947,164.86314853061847,-123.30769282207191,-207.86590835754328,321.14043179231385,-106.41812713897684,227.37704762041992,2.5901357451365013e-07
16,1.3916100448256001e-09,1.5e-10,1.3022342648833213e-06,192827.14415689133,0.0,0.0,0.0,0.0,0.0,111328.80358604799,958262246440.3937,-86.23127025218322,28.486154078824576,209.01831628944032,108.85393485358291,143.9035446455089,-165.29370924012474,-205.69716473419123,315.5990114044046,-57.67227439330284,186.5523346261462,2.8699642470757206e-07
17,1.5416100448256002e-09,1.5e-10,1.4458910525567206e-06,213611.75384771786,0.0,0.0,0.0,0.0,0.0,123328.80358604799,958443740307.5824,-120.18029138488049,12.371346782296245,201.25035830019425,139.87249750600827,180.0118020791099,-148.7323269608374,-162.51824466096087,336.32530287276865,-59.83151069424962,231.46217211191512,3.2171575052435933e-07
18,1.6916100448256003e-09,1.5e-10,1.5878108993180472e-06,234396.3635385444,0.0,0.0,0.0,0.0,0.0,135328.803586048,958617521927.0792,-96.57656099693087,25.681066875226218,203.74403882656978,116.40170300855154,161.20448135930786,-168.47804384910737,-180.5523886411705,325.0401225783423,-64.62792036240492,203.48498773583685,3.5223849868473486e-07
19,1.8416100448256005e-09,1.5e-10,1.7294999767384677e-06,255180.97322937092,0.0,0.0,0.0,0.0,0.0,147328.803586048,958667519569.0577,-95.39644572905694,32.02395782506996,195.10561912303803,112.29488646427949,150.75523799929303,-173.98191141267424,-181.53692613658782,309.5064457709517,-55.35879227023408,190.75584456451185,3.8085187536941166e-07
20,1.9916100448256006e-09,1.5e-10,1.8690497539884048e-06,275965.58292019746,0.0,0.0,0.0,0.0,0.0,159328.803586048,958803144931.9875,-122.79788979848004,49.71849682826316,161.93037080972624,71.33136140042294,139.98323518107426,-191.7232798728699,-156.6731199621904,311.5439741616783,-17.1853453826259,181.6384995687776,4.080976503047283e-07
21,2.1416100448256007e-09,1.5e-10,2.005066460360538e-06,296750.19261102396,0.0,0.0,0.0,0.0,0.0,171328.803586048,958850666489.9209,-95.92836198694603,30.883583330057295,157.36357806918102,60.08149678691334,106.43813429803174,-176.81377694098825,-181.78683927759877,293.32682979267344,-10.509772311070622,145.75092650855998,4.299602892810123e-07
22,2.2916100448256008e-09,1.5e-10,2.1404988619593212e-06,317534.80230185046,0.0,0.0,0.0,0.0,0.0,183328.803586048,958933918170.4713,-124.19510999906649,59.898433097072356,128.32375308282363,20.821199430142727,116.41538755208728,-198.96855223668703,-147.13044455432274,290.89012817554215,7.779722446968673,156.4117542667271,4.5342205242102135e-07
23,2.441610044825601e-09,1.5e-10,2.276894639751648e-06,338319.411992677,0.0,0.0,0.0,0.0,0.0,195328.803586048,959023826214.8802,-100.55974350508532,73.01039066696738,138.00286189735027,23.817132522419225,103.18045807884185,-190.5948119935832,-152.50272093474663,285.11691091194297,-2.6207145737715267,141.48134920560906,4.746442548018627e-07
24,2.591610044825601e-09,1.5e-10,2.413081801505645e-06,359104.0216835036,0.0,0.0,0.0,0.0,0.0,207328.803586048,959058006353.1332,-91.10313424564707,72.03049799609522,133.82304878627326,21.53299257110667,108.73950314193866,-184.3648047827752,-158.47582959919933,281.1502626356342,-17.63636889626646,140.9485904650807,4.957865433716248e-07
25,2.741610044825601e-09,1.5e-10,2.549611848262531e-06,379888.6313743301,0.0,0.0,0.0,0.0,0.0,219328.803586048,959204995886.193,-53.61876765980776,79.60599178674472,150.80950878935892,24.80264615234715,96.9193162939999,-179.1580587074765,-178.75020967251683,267.06249152806186,-43.30054863413992,126.0893373871452,5.146999439796965e-07
26,2.891610044825601e-09,1.5e-10,2.6851522720008833e-06,400673.2410651566,0.0,0.0,0.0,0.0,0.0,231328.803586048,959196487250.2264,-15.004179238798434,89.07513308853821,150.20338004327135,12.359688683176223,69.59646771336021,-175.8570387585294,-173.3199068924803,268.5046217914319,-54.5922884745891,108.78908473228876,5.310183066895399e-07
27,3.0416100448256013e-09,1.5e-10,2.8189458492814157e-06,421457.85075598315,0.0,0.0,0.0,0.0,0.0,243328.803586048,959223368325.0325,-24.470192932588397,90.0557736031997,144.59119306980782,-4.3073948057528,51.53883674534047,-185.2269544277915,-199.18638790181416,249.8908019886098,-27.068643812776845,86.58394765134352,5.440058988372414e-07
28,3.1916100448256014e-09,1.5e-10,2.9532009017452803e-06,442242.46044680965,0.0,0.0,0.0,0.0,0.0,255328.803586048,959198065104.6473,-23.73319031608922,89.09028336124639,160.3402470351526,-2.6005488099720537,66.04183154289879,-177.07577426795314,-195.80897158366614,248.15576043339948,-42.3086412268542,95.25489830676122,5.582941335832556e-07
29,3.3416100448256015e-09,1.5e-10,3.0901167811885013e-06,463027.07013763615,0.0,0.0,0.0,0.0,0.0,267328.80358604796,959190262109.8428,17.18057073687219,97.02195493918549,181.55081121689287,26.769226336345774,41.319436406195045,-148.77876594168274,-221.39448569190645,236.56189632702106,-58.50000714308432,108.73069220254536,5.746037374136374e-07
30,3.4916100448256016e-09,1.5e-10,3.2279404028839486e-06,483811.67982846266,0.0,0.0,0.0,0.0,0.0,279328.80358604796,959061127237.7821,35.362147026274,109.39472463069879,181.2958713170412,25.32133796030284,31.155454249665937,-125.2145026041885,-226.45643866083535,234.57529894881415,-66.51760127592716,123.07064128999906,5.930643336071372e-07
