step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.4252925487213114e-08,2078.460969082653,0.0,0.0,0.0,0.0,0.0,1200.0,956686211770.9612,-189.92740551120684,53.50132889683089,172.6472263552221,11.593143961505154,196.93423573371857,-186.54080570220594,-151.56282024734554,322.3887992385676,-7.006830222487524,240.101184504575,4.8020236900914994e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,3.1354512467444676e-08,4572.614131981836,0.0,0.0,0.0,0.0,0.0,2640.0,956689444596.5494,-192.5643210586441,51.2620597440512,172.6941666641664,13.28919621298404,192.99556945623547,-182.6871342965813,-149.97190404703915,326.0164433501013,-0.43124839760521627,240.75121584824106,1.0580052870449285e-08
3,7.28e-11,2.8799999999999997e-11,5.2002546302125786e-08,7565.597927460856,0.0,0.0,0.0,0.0,0.0,4368.0,956696314736.7582,-197.6953751931025,52.545117134176444,173.44091144499242,18.285547048662355,194.619889823976,-184.16386342982005,-149.97491591251836,323.30172901550134,3.075485369084304,244.17659222431513,1.761233872650956e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,7.669631640100342e-08,11157.17848203568,0.0,0.0,0.0,0.0,0.0,6441.6,956708708826.6106,-194.40481183006744,50.13702529556325,170.69370439626843,16.234808563423538,196.80064092788146,-180.47119028860914,-149.88029385593688,322.8630268392573,-2.3958290978188583,243.70253709740865,2.6034698408596002e-08
5,1.4883199999999998e-10,4.147199999999999e-11,1.0666061892264036e-07,15467.07514752547,0.0,0.0,0.0,0.0,0.0,8929.92,956728497286.2311,-178.0781820187103,46.34435583396435,169.55958095818556,44.15169830786991,187.14998622352965,-186.07128241973302,-136.2872593075064,318.8618920823242,-9.071804204912866,231.34997802032007,3.562924469705471e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.4259542190210428e-07,20638.951146113213,0.0,0.0,0.0,0.0,0.0,11915.903999999999,956761778594.5408,-165.62924645695801,50.48071709898709,167.3858032186826,47.337090197287345,171.8044346953247,-180.9262235444457,-143.16424083261998,320.1532269967717,-6.175188238329902,218.7198009816092,4.651414180062586e-08
7,2.5831807999999997e-10,5.971967999999998e-11,1.857393740577979e-07,26845.202344418507,0.0,0.0,0.0,0.0,0.0,15499.084799999997,956798226520.8202,-158.63651166377701,46.327801649369746,175.00468311386913,54.39863047424429,171.83627793524104,-185.00568585337126,-141.82960828960893,317.9324468600722,-13.19976627147065,214.9813090045287,5.935275678035743e-08
8,3.29981696e-10,7.166361599999998e-11,2.3760574368229326e-07,34292.70378238486,0.0,0.0,0.0,0.0,0.0,19798.901759999997,956848381609.2664,-141.1772627341901,52.42447563276768,183.0508163683535,58.74217068539129,162.59139300806362,-184.85909857115826,-141.25702943794673,310.33620281194374,-21.41413027391239,202.895982140178,7.3893016532394e-08
9,4.1597803519999995e-10,8.599633919999998e-11,2.989383689856117e-07,43229.70550794448,0.0,0.0,0.0,0.0,0.0,24958.682111999995,956901315568.6528,-129.59552898402245,49.18522678983596,177.49022917977567,47.86270122325761,152.3834710754759,-186.56703153062358,-149.8783094646443,319.902245772732,-22.787942091484556,190.6384231888788,9.028722303749796e-08
10,5.191736422399999e-10,1.0319560703999998e-10,3.735069236129517e-07,53954.10757861603,0.0,0.0,0.0,0.0,0.0,31150.418534399992,956998125835.5261,-124.25802432493474,54.20943165401794,179.4272746949773,59.04937289324418,157.75616006867597,-187.5064672965953,-150.79470218130237,318.2232655615633,-33.4981357437507,194.62154544909563,1.1037131156318033e-07
