step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,7.581512738673833e-09,800.0,0.0,0.0,800.0,0.0,0.0,0.0,1430428288025.2087,398.986166870256,201.0816623844153,253.45357635504914,2.4962261746437617,-69.59666330076315,-125.79783224264403,-636.5074608893335,115.75783849964652,-333.65705386116684,496.318583713054,9.92637167426108e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,1.6988205491042058e-08,1760.0000000000002,0.0,0.0,1760.0,0.0,0.0,0.0,1430424131585.5632,421.9651613144628,207.06409684368518,249.73814548574117,7.344777523407865,-51.3953820654653,-129.3122738496851,-630.2089330838021,124.58654949274573,-370.5516260222908,524.9637125588363,2.2525500775673147e-08
3,7.28e-11,2.8799999999999997e-11,2.8214551542404182e-08,2912.0,0.0,0.0,2912.0,0.0,0.0,0.0,1430425202167.998,416.52450996265765,201.24522405809986,244.96912569330115,5.5276224212665905,-58.41615015939686,-145.5780084540045,-629.9960110919034,122.01642032288453,-358.09428132630194,516.9877876028745,3.741474905863593e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,4.165153432487042e-08,4294.4,0.0,0.0,4294.4,0.0,0.0,0.0,1430425994303.3955,406.3979868290081,204.58678827572123,246.1239173531635,14.951035294991195,-66.19495869757259,-140.76183037733068,-638.6909418608974,108.63543955910868,-340.1909636616591,507.8975637276381,5.49676888610631e-08
5,1.4883199999999998e-10,4.147199999999999e-11,5.797768339996496e-08,5953.279999999999,0.0,0.0,5953.279999999999,0.0,0.0,0.0,1430436797866.0298,411.21511635982114,205.17570469699328,244.9955090089915,6.194169383080393,-82.26501301019586,-132.5023100499779,-639.3367846410788,99.67360544153793,-328.93946956479857,506.42312579961435,7.59700687342247e-08
6,1.9859839999999997e-10,4.976639999999999e-11,7.75218477477497e-08,7943.935999999998,0.0,0.0,7943.935999999998,0.0,0.0,0.0,1430427205166.2805,397.5304427638141,213.29466985697618,224.40139144158815,21.639875042665917,-77.79792357269946,-118.07636165662699,-631.8778208161128,97.37677193817774,-319.723010670816,501.4217455312387,1.0092402389103053e-07
7,2.5831807999999997e-10,5.971967999999998e-11,1.0032927631629855e-07,10332.723199999997,0.0,0.0,10332.723199999997,0.0,0.0,0.0,1430450937922.2942,376.8354983336294,207.94368777088377,216.3144477355999,17.808707964434557,-59.144255200299455,-125.42807888171674,-642.7358326156815,82.5080566148518,-317.6827207185079,492.4402378346715,1.30332397313641e-07
8,3.29981696e-10,7.166361599999998e-11,1.2772274148851445e-07,13199.267839999997,0.0,0.0,13199.267839999997,0.0,0.0,0.0,1430517747540.54,377.9632521538424,191.5683387280761,224.7150008418554,20.26960502757172,-61.766130105069855,-133.96795863886817,-652.8361433611988,68.61735950736904,-316.18948916701635,491.8427471006911,1.6557962707425e-07
9,4.1597803519999995e-10,8.599633919999998e-11,1.6112740441339037e-07,16639.121407999995,0.0,0.0,16639.121407999995,0.0,0.0,0.0,1430642819889.5571,372.4353888953899,185.40554344617937,226.139847032322,44.20927633250722,-44.98999416111578,-132.42917565857326,-677.4802799401112,56.625412377016026,-327.4385728485097,502.6840748414881,2.088086172847568e-07
10,5.191736422399999e-10,1.0319560703999998e-10,2.0135606444409904e-07,20766.945689599994,0.0,0.0,20766.945689599994,0.0,0.0,0.0,1430838124928.3945,357.9304094613475,179.4643318800104,235.38462401892622,51.57758027953975,-38.65774779469973,-121.06572014505579,-710.4239891929282,13.674664263228825,-319.2665961646354,501.2168926187649,2.6053199877725274e-07
11,6.430083706879998e-10,1.2383472844799998e-10,2.489709253085208e-07,25720.334827519993,0.0,0.0,25720.334827519993,0.0,0.0,0.0,1431079242078.5374,363.5235730051862,169.83963763819233,249.41375385656266,65.4337123474357,-54.195280964608976,-111.94822370705712,-692.056843066913,27.092326468546798,-309.3230087419486,489.9052485356114,3.2119928219491015e-07
