step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.1375690999964532e-08,800.0,0.0,0.0,800.0,0.0,0.0,0.0,2055017897449.0566,-279.18443964287485,-892.0687107720113,469.8075941046069,767.5741861846176,396.6268133774648,-453.2620945036549,-674.6646855330581,-186.63787504001428,-120.05026634555738,567.5311971863661,1.1350623943727321e-08
2,4.3999999999999997e-11,2.3999999999999998e-11,2.4877232646267643e-08,1760.0000000000002,0.0,0.0,1760.0,0.0,0.0,0.0,2054973623700.137,-250.06428147121244,-894.9163646343187,476.95689564593386,769.6419302302262,375.4759458230237,-453.9907712767093,-674.5515735476617,-226.4735808722352,-125.50457121447499,564.594406486081,2.4900889699393265e-08
3,7.28e-11,2.8799999999999997e-11,4.162876541935856e-08,2912.0,0.0,0.0,2912.0,0.0,0.0,0.0,2054951648381.3704,-279.4267331157528,-883.1508195280186,483.7633170993486,767.6855486409793,385.0604272417019,-448.2601689685265,-667.6924073392456,-236.89781542584146,-105.72271316296572,574.9376344058348,4.145909357028131e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,6.090899550551975e-08,4294.4,0.0,0.0,4294.4,0.0,0.0,0.0,2054931667930.2222,-244.3744404833,-873.1204108513081,473.1629352488927,742.3298741847071,349.7904221959551,-452.55626318898584,-668.3900350972017,-233.16708366097708,-105.50291360928877,551.314319366316,6.051251644758118e-08
5,1.4883199999999998e-10,4.147199999999999e-11,8.483573766252881e-08,5953.279999999999,0.0,0.0,5953.279999999999,0.0,0.0,0.0,2054920891027.8323,-257.8745899672607,-826.9809998682745,481.4208341061858,727.491971284601,319.12549849144125,-475.7782910535151,-673.7653242404149,-251.31849193708933,-61.33639011575469,553.7054821563707,8.347579020357019e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.1281783909328403e-07,7943.935999999998,0.0,0.0,7943.935999999998,0.0,0.0,0.0,2054893187480.8,-240.76667762840597,-814.0937366501722,482.1485202546243,724.448076707476,300.04553626773605,-469.1052178020455,-660.0393089791148,-254.22522174841043,-59.363336220199265,537.2548268730123,1.1021302881966327e-07
7,2.5831807999999997e-10,5.971967999999998e-11,1.459850575992292e-07,10332.723199999997,0.0,0.0,10332.723199999997,0.0,0.0,0.0,2054908069191.6294,-228.61352110589425,-820.2310449954434,477.84663692862017,712.9050581939568,315.0442680849467,-458.56758996139126,-664.1411993208079,-256.40217695108845,-86.49578161865344,540.1862040894074,1.4247277606829737e-07
8,3.29981696e-10,7.166361599999998e-11,1.8616446450743887e-07,13199.267839999997,0.0,0.0,13199.267839999997,0.0,0.0,0.0,2054945299105.534,-239.9867236827681,-818.3340465627639,480.04544275207365,703.598554086114,338.3577357442563,-466.50341816712677,-651.8251665429067,-242.49148283927252,-98.43674778312314,550.4195468866644,1.8191783111527726e-07
9,4.1597803519999995e-10,8.599633919999998e-11,2.3274388548488585e-07,16639.121407999995,0.0,0.0,16639.121407999995,0.0,0.0,0.0,2055033557135.8457,-201.70775529692702,-814.7014091092658,464.6951639102024,693.1802518129442,323.0421448635954,-428.598585435586,-671.9939905725233,-282.91515480487124,-121.40726411870814,542.6957211086003,2.2858767643012105e-07
10,5.191736422399999e-10,1.0319560703999998e-10,2.860289532594156e-07,20766.945689599994,0.0,0.0,20766.945689599994,0.0,0.0,0.0,2055223270662.2812,-179.66858248916122,-790.1178877266292,491.8180718380616,680.0242716359105,304.98206450957304,-448.23028330679,-660.3127040514918,-249.02311903419798,-125.37546712158883,519.1984483762891,2.821666754845383e-07
11,6.430083706879998e-10,1.2383472844799998e-10,3.5193851121470195e-07,25720.334827519993,0.0,0.0,25720.334827519993,0.0,0.0,0.0,2055523101874.732,-214.58679284234606,-754.3453436603368,493.47702764315056,666.8789436294304,322.5493700997107,-410.4771973129189,-661.8628044610383,-275.2816126380235,-108.22444607976952,525.9485156936234,3.4729736710308685e-07
12,7.916100448255998e-10,1.4860167413759998e-10,4.241201115035224e-07,31664.401793023993,0.0,0.0,31664.401793023993,0.0,0.0,0.0,2055974505967.9458,-153.00819586535556,-703.1574827773113,515.9219336957506,619.292372954892,255.52675188288038,-406.3514823411377,-646.083398686668,-277.0353646882624,-102.57560431743254,479.39104197187436,4.185356785066758e-07
