step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.0360348035183944e-08,1385.6406460551018,0.0,0.0,0.0,0.0,0.0,800.0,956686211770.9613,-189.92740379033864,53.501330325485526,172.64722725311947,11.593142884852341,196.93423479842366,-186.54080541961076,-151.56281961880245,322.3887995266197,-7.006831007550053,240.1011832850296,4.802023665700592e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,2.279094970703254e-08,3048.409421321224,0.0,0.0,0.0,0.0,0.0,1760.0,956689444593.2953,-192.55419481610733,51.17934397130672,172.67632984502043,13.193658999228973,192.99814821157923,-182.68459667197047,-149.96684159894338,326.0137711243237,-0.44395339538317186,240.73087124769793,1.057956457564534e-08
3,7.28e-11,2.8799999999999997e-11,3.783527938583642e-08,5043.7319516405705,0.0,0.0,0.0,0.0,0.0,2912.0,956696314725.6008,-197.67314298043965,52.36235111397944,173.40098786986883,18.07524366939324,194.62478465028914,-184.15906517515475,-149.96377849669645,323.2967072247784,3.04835833004804,244.12809647538728,1.7610453754136494e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,5.580478350422854e-08,7438.118988023785,0.0,0.0,0.0,0.0,0.0,4294.4,956708708848.567,-194.36758228388663,49.83564713088045,170.62920441927932,15.887422116954658,196.8094978899828,-180.46231354782358,-149.8617865608646,322.8536133492597,-2.4419156061271177,243.62778073928013,2.6030229856486013e-08
5,1.4883199999999998e-10,4.147199999999999e-11,7.758256614597076e-08,10311.383431683644,0.0,0.0,0.0,0.0,0.0,5953.279999999999,956728497297.7981,-178.02411080830203,45.89981852316497,169.46463972686615,43.638488073630114,187.16316238746475,-186.05855510443195,-136.26034177162938,318.84823406621746,-9.139051579105757,231.20340531312334,3.561869748163186e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.0359044463432881e-07,13759.300764075473,0.0,0.0,0.0,0.0,0.0,7943.935999999998,956761778601.0167,-165.5555138921141,49.86125547178474,167.25250768632307,46.62458936339346,171.82619254034316,-180.90508958960507,-143.1270342013677,320.13143603302956,-6.270678648226223,218.49478432815476,4.6492396316420544e-08
7,2.5831807999999997e-10,5.971967999999998e-11,1.3477599160529184e-07,17896.801562945668,0.0,0.0,0.0,0.0,0.0,10332.723199999997,956798226372.2289,-158.53501829361562,45.505399134388874,174.82935361145968,53.44978966269367,171.85984886811352,-184.98528971980508,-141.7787850366673,317.90707026593896,-13.324830574523133,214.6672547555659,5.931225607690142e-08
8,3.29981696e-10,7.166361599999998e-11,1.721324614243412e-07,22861.802521589903,0.0,0.0,0.0,0.0,0.0,13199.267839999997,956848381305.1549,-141.0516585181713,51.3595239976673,182.82783697062777,57.51169791567081,162.62100954102465,-184.83294800964254,-141.1881100344289,310.30522145430837,-21.56935102285081,202.4375634283561,7.381966388640677e-08
9,4.1597803519999995e-10,8.599633919999998e-11,2.1596202384619496e-07,28819.803671962985,0.0,0.0,0.0,0.0,0.0,16639.121407999995,956901315271.7887,-129.432377374134,47.8220620316188,177.20118464080448,46.28345022509673,152.4166188133042,-186.53408831377035,-149.7930854832738,319.8617069598881,-22.984241439178636,190.09382590871803,9.016703701907864e-08
10,5.191736422399999e-10,1.0319560703999998e-10,2.6930798763114497e-07,35969.405052410686,0.0,0.0,0.0,0.0,0.0,20766.945689599994,956998124616.2454,-120.99718388695959,52.49487947150905,180.58741322143752,57.05950133733569,154.73533429505073,-188.99307411490875,-149.14686695555426,316.64150842435924,-33.738150408140335,190.37507106362153,1.098129080427722e-07
