step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,7.83502867999386e-09,1600.0,0.0,0.0,1600.0,0.0,0.0,0.0,1430428346485.4194,399.58047298868115,203.37479538361438,259.1205592098346,6.340563535316206,-59.62539158276431,-129.5909754088283,-635.0210129069302,109.18988563524731,-343.8088103797092,499.51522063565517,9.990304412713102e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,1.7205903930426508e-08,3520.0000000000005,0.0,0.0,3520.0,0.0,0.0,0.0,1430424917601.1152,412.0072705359184,211.72722623176298,254.38770412248857,13.480039069256629,-53.33372789199055,-134.66037332921974,-628.3945446863141,119.92236041964233,-358.65425780113304,514.2215302266178,2.2331621138151927e-08
3,7.28e-11,2.8799999999999997e-11,2.8875429032353684e-08,5824.0,0.0,0.0,5824.0,0.0,0.0,0.0,1430421967861.9565,408.2797091061529,199.44870515049163,240.66104343188627,12.116109593549343,-64.78352781620279,-150.9103500532213,-641.4406197250258,125.27068867040619,-343.48123840305976,511.1355028448095,3.705232362008244e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,4.291101878081032e-08,8588.8,0.0,0.0,8588.8,0.0,0.0,0.0,1430433334725.1616,415.57289150574593,199.82684208148456,237.61964667493353,13.785591641347363,-63.85095074341628,-152.82995336393975,-640.4909017810484,116.71722902798376,-351.70911427809796,519.6773983777082,5.5012374508016034e-08
5,1.4883199999999998e-10,4.147199999999999e-11,6.043916097215875e-08,11906.559999999998,0.0,0.0,11906.559999999998,0.0,0.0,0.0,1430447357789.844,410.2617729984441,202.04428698068253,230.82035039076985,16.409918576124703,-82.73283552792984,-133.42715100117277,-639.1792304706036,97.63432318155928,-327.5176141684785,510.1028672358474,7.616736061802109e-08
6,1.9859839999999997e-10,4.976639999999999e-11,8.141872615595553e-08,15887.871999999996,0.0,0.0,15887.871999999996,0.0,0.0,0.0,1430445856358.6646,402.5049666446675,205.75354512199345,229.1983501211713,19.95241855315246,-78.55169025430878,-132.48432517543756,-639.9900010761048,93.24296837578268,-323.94314701346934,505.79060359043575,1.0133873811254415e-07
7,2.5831807999999997e-10,5.971967999999998e-11,1.0688177466719143e-07,20665.446399999993,0.0,0.0,20665.446399999993,0.0,0.0,0.0,1430456977033.821,373.52452011837994,200.24410731314688,213.32302801458434,24.52422178236542,-79.63697197825331,-123.63180576635347,-637.2160474565367,88.30684371546567,-293.8784382094018,481.63203395668404,1.3010164905818646e-07
8,3.29981696e-10,7.166361599999998e-11,1.3700054140541773e-07,26398.535679999994,0.0,0.0,26398.535679999994,0.0,0.0,0.0,1430494813052.4768,365.80779490090697,199.4592809570151,210.75439643639265,26.781596181684975,-59.08820212660466,-133.60579778706628,-657.9562768989073,69.41386454612936,-306.7113942355096,489.23489118565664,1.6516199043391714e-07
9,4.1597803519999995e-10,8.599633919999998e-11,1.7279238445746904e-07,33278.24281599999,0.0,0.0,33278.24281599999,0.0,0.0,0.0,1430585867769.2942,346.1656090938945,191.57101321475903,215.88795140468346,47.652343262359196,-42.399497081091695,-129.42444764534704,-674.467723038127,40.84339082613753,-303.758745794903,484.13678118919574,2.067959812882594e-07
10,5.191736422399999e-10,1.0319560703999998e-10,2.170576726410343e-07,41533.89137919999,0.0,0.0,41533.89137919999,0.0,0.0,0.0,1430741299140.656,343.3263506534525,173.51132382404217,215.96122191750356,52.09363412147085,-43.91805171435559,-116.63097849264949,-705.6314358503926,-8.623129875273044,-299.4016936863542,491.6805914849736,2.575352583963375e-07
11,6.430083706879998e-10,1.2383472844799998e-10,2.6910356293967204e-07,51440.66965503999,0.0,0.0,51440.66965503999,0.0,0.0,0.0,1430923628773.4973,320.6310875478497,159.92878294705986,240.32116925188248,69.47063855852558,-50.41110657076208,-109.06473085567092,-686.2623155120062,28.58085931815378,-270.21408890581927,452.65428666719924,3.1358957906659325e-07
12,7.916100448255998e-10,1.4860167413759998e-10,3.242829618980942e-07,63328.80358604799,0.0,0.0,63328.80358604799,0.0,0.0,0.0,1431159493555.5261,288.3692363823559,142.78983793644113,247.911521917314,121.14699366817108,-6.720461028244522,-87.45036627817139,-627.5036036913426,73.37973930507802,-281.6435477352512,423.87141143849516,3.765775804254211e-07
13,9.416100448255998e-10,1.5e-10,3.777417401797154e-07,75328.80358604799,0.0,0.0,75328.80358604799,0.0,0.0,0.0,1431461630246.0955,293.09517377596165,156.719553216337,261.47755119527557,105.43915558367834,-4.680330233161261,-68.45670557238246,-602.7106487674562,80.88600868724076,-288.4102183260648,417.74632808591684,4.392395296383086e-07
14,1.0916100448256e-09,1.5e-10,4.296228521165572e-07,87328.80358604799,0.0,0.0,87328.80358604799,0.0,0.0,0.0,1431740491020.267,273.37778857869125,176.9436268910249,291.09662532354656,118.35870405330472,0.536800324280607,-52.28555772390852,-580.284733449707,79.91784677138297,-273.9104530368318,396.2835901186413,4.986820681561048e-07
15,1.2416100448256e-09,1.5e-10,4.780779974834741e-07,99328.803586048,0.0,0.0,99328.80358604799,0.0,0.0,0.0,1431953668429.9336,229.03139186025203,173.71144083992522,274.73980881491593,110.5916256450095,19.259571415592593,-60.39520531766974,-512.7772845229247,94.17104979693373,-248.28718363974858,350.0364511214488,5.511875358243222e-07
16,1.3916100448256001e-09,1.5e-10,5.237629262717505e-07,111328.80358604799,0.0,0.0,111328.80358604799,0.0,0.0,0.0,1432267055130.1113,218.93807195830115,173.87898341476773,286.8087062176298,125.05081130980608,51.3828561528433,-40.79162457573275,-519.4661394967447,73.8305631036341,-270.3174513216146,361.4190911714834,6.054003995000447e-07
17,1.5416100448256002e-09,1.5e-10,5.669985182738739e-07,123328.80358604799,0.0,0.0,123328.80358604799,0.0,0.0,0.0,1432590966076.8066,138.04105573711732,167.9932030353982,244.89449117518973,81.06401261277105,77.46982117986451,-101.57247481786827,-447.96716104267114,90.6767558202225,-215.5076614355093,286.5819483766798,6.483876917565467e-07
18,1.6916100448256003e-09,1.5e-10,6.124421418046121e-07,135328.803586048,0.0,0.0,135328.803586048,0.0,0.0,0.0,1432585409056.537,123.48412106077078,173.12395379442802,226.6015724327323,64.05790060256142,63.13956722440155,-99.18060670587504,-410.0970673661848,99.9508134437465,-186.62069587429025,256.93764249882804,6.869283381313709e-07
19,1.8416100448256005e-09,1.5e-10,6.617465574292592e-07,147328.803586048,0.0,0.0,147328.803586048,0.0,0.0,0.0,1432391707661.0173,97.1953976890247,200.98680221909248,209.22364791526047,29.079490892555388,50.3898924952951,-151.51268610111748,-385.9381668667653,77.55627722109763,-147.5824816278953,228.88237285481475,7.212606940595931e-07
