step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.1375691014542414e-08,800.0,0.0,0.0,800.0,0.0,0.0,0.0,2055017897449.0583,-279.1844398202633,-892.0687102655174,469.80759636451603,767.5741870988195,396.6268141046366,-453.2620967574102,-674.66468652864,-186.63787477814364,-120.05026689570819,567.5311981535394,1.1350623963070787e-08
2,4.3999999999999997e-11,2.3999999999999998e-11,2.4877234113690595e-08,1760.0000000000002,0.0,0.0,1760.0,0.0,0.0,0.0,2054973623699.957,-250.06474220728828,-894.9163681005253,476.9564457975584,769.6423797156566,375.47595757117375,-453.99030378796766,-674.5511092494208,-226.47358182251034,-125.50412222664075,564.5942590984404,2.4900886181433355e-08
3,7.28e-11,2.8799999999999997e-11,4.1628766886270815e-08,2912.0,0.0,0.0,2912.0,0.0,0.0,0.0,2054951648380.9153,-279.4267210828618,-883.1508147825546,483.7633283959529,767.6855405848748,385.0604213349324,-448.26018387802486,-667.6924145728318,-236.89781167854284,-105.72271928903169,574.9376328431185,4.145909000731517e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,6.09089968848354e-08,4294.4,0.0,0.0,4294.4,0.0,0.0,0.0,2054931667928.9697,-244.37443555878318,-873.1204016017667,473.16293751778556,742.3298628002216,349.7904274250344,-452.55625709221096,-668.3900362731002,-233.16709616655666,-105.5029237629545,551.3143241151556,6.051251304873495e-08
5,1.4883199999999998e-10,4.147199999999999e-11,8.483573916088703e-08,5953.279999999999,0.0,0.0,5953.279999999999,0.0,0.0,0.0,2054920891026.443,-257.8745927703193,-826.9810028979585,481.42083171808247,727.4919769275591,319.12549810771617,-475.7782895712493,-673.7653190586445,-251.31849152155976,-61.336386928803606,553.7054813331838,8.347578677058475e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.1281784056484977e-07,7943.935999999998,0.0,0.0,7943.935999999998,0.0,0.0,0.0,2054893187479.3105,-240.76667742480888,-814.0937392469073,482.1485136546966,724.4480781528656,300.04553259275093,-469.10521609833177,-660.039306270555,-254.22521944837536,-59.363332748760634,537.2548238849216,1.102130252379713e-07
7,2.5831807999999997e-10,5.971967999999998e-11,1.4598505911977122e-07,10332.723199999997,0.0,0.0,10332.723199999997,0.0,0.0,0.0,2054908069190.0674,-228.61352688249315,-820.2310480790279,477.84663017758004,712.9050685094124,315.0442724975292,-458.5675854076273,-664.1411894608817,-256.4021794753326,-86.49578025465203,540.1862055575385,1.4247277257428172e-07
8,3.29981696e-10,7.166361599999998e-11,1.861644658046098e-07,13199.267839999997,0.0,0.0,13199.267839999997,0.0,0.0,0.0,2054945299104.4333,-239.9867215183155,-818.3340486833425,480.0454445115314,703.5985549176498,338.35773705514254,-466.5034212132161,-651.8251621479354,-242.49147895076828,-98.43675125840056,550.4195462967098,1.8191782757898335e-07
9,4.1597803519999995e-10,8.599633919999998e-11,2.3274388640717762e-07,16639.121407999995,0.0,0.0,16639.121407999995,0.0,0.0,0.0,2055033557135.2776,-201.70775176746983,-814.7014056584593,464.6951636211469,693.1802508930963,323.0421430857676,-428.5985843591734,-671.9939931330557,-282.915156636833,-121.40726587037831,542.6957202939027,2.285876728237661e-07
10,5.191736422399999e-10,1.0319560703999998e-10,2.860289536568026e-07,20766.945689599994,0.0,0.0,20766.945689599994,0.0,0.0,0.0,2055223270661.4258,-179.66857605637588,-790.117887249382,491.8180758187216,680.0242749343921,304.9820637075704,-448.2302794474265,-660.3127091993861,-249.0231246504662,-125.37547275243041,519.1984481305282,2.821666718528219e-07
11,6.430083706879998e-10,1.2383472844799998e-10,3.519385118085398e-07,25720.334827519993,0.0,0.0,25720.334827519993,0.0,0.0,0.0,2055523101874.928,-214.58679486105484,-754.3453407479966,493.47703151000843,666.8789469011309,322.54937266860003,-410.477199053599,-661.8628114885931,-275.2816110800515,-108.2244466299363,525.9485174423758,3.4729736368792666e-07
12,7.916100448255998e-10,1.4860167413759998e-10,4.2412003821689427e-07,31664.401793023993,0.0,0.0,31664.401793023993,0.0,0.0,0.0,2055974505968.7974,-153.01249440781424,-703.1620600799549,515.9286578674762,619.2877954830443,255.52189534345942,-406.3493301391894,-646.0766684500894,-277.03321681204807,-102.56644923548295,479.3861979326706,4.185349552591804e-07
13,9.416100448255998e-10,1.5e-10,4.908530293669534e-07,37664.40179302399,0.0,0.0,37664.40179302399,0.0,0.0,0.0,2056494686730.5713,-132.61013267096217,-668.0870151705582,567.7706920945578,611.7749328375984,202.92829679705903,-391.38242161897244,-650.6852661920863,-244.39264526666864,-70.37529189761698,424.92817360238286,4.822741812995378e-07
14,1.0916100448256e-09,1.5e-10,5.480154041697888e-07,43664.40179302399,0.0,0.0,43664.40179302399,0.0,0.0,0.0,2057086217181.668,-73.86058531118212,-608.5621785425708,599.2094069148388,589.9171990802913,182.38372024826998,-359.28921828875735,-632.2112751222504,-223.64855139721513,-108.57318236902002,383.95654645566174,5.398676632678871e-07
15,1.2416100448256e-09,1.5e-10,6.012516532861593e-07,49664.401793024,0.0,0.0,49664.40179302399,0.0,0.0,0.0,2057473159873.3057,-59.986776632522066,-564.8709624006884,617.0899284839398,548.2377893729459,125.23040012266291,-400.64442026962934,-603.1622764102748,-146.58483646548015,-65.29849081939184,340.10803192612264,5.908838680568055e-07
16,1.3916100448256001e-09,1.5e-10,6.601111442024644e-07,55664.40179302399,0.0,0.0,55664.40179302399,0.0,0.0,0.0,2057717661583.376,-71.83958018723017,-525.8151522225243,606.5348417490218,546.0036418204439,74.88367815155434,-458.5097461099688,-590.0955696859521,-145.2171968739537,-3.1019564009018814,359.03587183822987,6.4473924883254e-07
17,1.5416100448256002e-09,1.5e-10,7.16903083489048e-07,61664.40179302399,0.0,0.0,61664.40179302399,0.0,0.0,0.0,2058105220721.4355,-72.54932913647635,-482.14284952030897,630.2984309118353,488.8987552866502,45.98603839984539,-485.1150955945723,-567.1549570188328,-72.40983231823262,26.509164031657264,332.1789172164214,6.945660864150033e-07
18,1.6916100448256003e-09,1.5e-10,7.709734222677912e-07,67664.401793024,0.0,0.0,67664.401793024,0.0,0.0,0.0,2058562970200.6877,-71.34936445549168,-396.25297269627714,683.527530938745,469.80466980281943,16.848381554826997,-475.1332551195605,-609.4235359874183,-25.940911542513504,54.44829193860311,304.7704093464415,7.402816478169695e-07
19,1.8416100448256005e-09,1.5e-10,8.291833034564921e-07,73664.401793024,0.0,0.0,73664.401793024,0.0,0.0,0.0,2058374332910.136,-51.83493340736567,-394.2004703134537,640.2949622464429,449.57018077020325,-71.68005458229781,-518.4594378786554,-568.9835347996435,-12.965174065040781,123.46034497703748,335.01141142569315,7.905333595308235e-07
20,1.9916100448256006e-09,1.5e-10,8.779393628350194e-07,79664.401793024,0.0,0.0,79664.401793024,0.0,0.0,0.0,2058315314758.6821,38.7875841908074,-410.21192605524635,614.4912028580964,470.52100353880076,-70.78785120312367,-506.26823202715224,-517.8453261114826,4.902251335203223,31.94908365787152,305.18723102276266,8.363114441842379e-07
21,2.1416100448256007e-09,1.5e-10,9.297550062638102e-07,85664.401793024,0.0,0.0,85664.401793024,0.0,0.0,0.0,2057412955946.589,60.46861964939477,-422.4300797491517,574.2633158912082,461.086679975531,-86.10523772281739,-488.0548562915933,-493.97638924476,-55.310733443896495,25.587118485554527,329.9681906669139,8.858066727842749e-07
22,2.2916100448256008e-09,1.5e-10,9.819189445947518e-07,91664.401793024,0.0,0.0,91664.401793024,0.0,0.0,0.0,2056997464454.0645,61.6802381890754,-412.14648598627576,513.208430315853,423.09099624210637,-64.09730660670503,-499.5391153728155,-445.5581481380061,-43.30857759018881,2.3703761482627055,324.14864445163477,9.344289694520201e-07
23,2.441610044825601e-09,1.5e-10,1.03078474788293e-06,97664.401793024,0.0,0.0,97664.401793024,0.0,0.0,0.0,2056377537478.095,91.85282448765568,-374.62666087316177,549.5330149128911,449.2422589506633,-67.95370970660846,-547.2162149024673,-464.9654033874458,22.2646173681748,-23.94308897135046,324.31938333833205,9.8307687695277e-07
24,2.591610044825601e-09,1.5e-10,1.0777491866905034e-06,103664.401793024,0.0,0.0,103664.401793024,0.0,0.0,0.0,2055163129988.7312,93.76246584016585,-362.28346089169173,570.2360019151437,387.5016486922891,-104.15686327839117,-547.7682287377601,-402.2388803142353,86.76638067999517,10.351739263723951,305.9826330165504,1.0289742719052524e-06
25,2.741610044825601e-09,1.5e-10,1.1307768000223606e-06,109664.401793024,0.0,0.0,109664.401793024,0.0,0.0,0.0,2053064153135.8955,57.597849520130204,-355.820088615939,594.5420611112485,361.7822024496862,-70.6864175222402,-527.8228797555689,-402.41641374883767,21.05746112312909,13.047102430561688,321.8320567439459,1.0772490804168444e-06
26,2.891610044825601e-09,1.5e-10,1.1903800603045968e-06,115664.401793024,0.0,0.0,115664.401793024,0.0,0.0,0.0,2051832462247.1953,18.920593352672125,-298.3032072173961,524.4872290291158,286.8842818284715,-103.5757520160864,-531.0511247655679,-400.8975008638828,25.890382360124285,84.61576533958787,319.93941845170804,1.1252399931846006e-06
27,3.0416100448256013e-09,1.5e-10,1.2441026327067678e-06,121664.401793024,0.0,0.0,121664.401793024,0.0,0.0,0.0,2050349635808.3027,76.18827463793112,-298.4130135603553,480.8358380822049,228.0920123791214,-103.13332374936726,-489.49303799170445,-359.53907135920457,0.26642249659116785,26.90659295642061,312.6930502064427,1.172143950715567e-06
28,3.1916100448256014e-09,1.5e-10,1.298584638742303e-06,127664.40179302398,0.0,0.0,127664.401793024,0.0,0.0,0.0,2049414205385.8884,38.06858839761033,-291.23789126920275,519.5519640683432,193.75646208256723,-100.58750324294257,-440.04094135646324,-355.9815775308858,3.1964491086811417,62.48127939991756,293.27629624006846,1.2161353951515772e-06
29,3.3416100448256015e-09,1.5e-10,1.3515559143039077e-06,133664.40179302398,0.0,0.0,133664.40179302398,0.0,0.0,0.0,2048179077687.4597,139.23404798090704,-269.9546225488928,513.3285044368247,164.23127438463567,-185.08812967658784,-424.8876674631608,-385.39103871242605,-35.69294959955701,45.71046901417888,342.1239015232944,1.2674539803800714e-06
