step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,1.795190968374747e-08,2078.460969082653,0.0,0.0,0.0,0.0,0.0,1200.0,1430428346485.4204,399.580469309809,203.374789443092,259.1205595411459,6.340568847909478,-59.625388389669745,-129.59097431514752,-635.0210139619353,109.18988264646096,-343.8088098934713,499.51521831599075,9.990304366319814e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,3.986193577114899e-08,4572.614131981836,0.0,0.0,0.0,0.0,0.0,2640.0,1430424917640.9724,412.5631862337593,212.14281629144992,254.32543255012106,13.908518030364466,-52.785189159033465,-134.72314204708204,-628.4093501284154,120.00582225103507,-359.7587123214626,515.1364099225184,2.2353578204460255e-08
3,7.28e-11,2.8799999999999997e-11,6.597205924488246e-08,7565.597927460856,0.0,0.0,0.0,0.0,0.0,4368.0,1430421967895.273,409.50358950608376,200.36015014789626,240.52275403548202,13.059718641671054,-63.57957959783464,-151.05127965557193,-641.4713694241184,125.45727712727859,-345.90906701078734,513.0757437073643,3.713015962323235e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,9.754379419786421e-08,11157.17848203568,0.0,0.0,0.0,0.0,0.0,6441.6,1430433334764.142,417.598852525843,201.33355100478516,237.3892124622686,15.34573527552927,-61.86210388963309,-153.06276422088598,-640.5407627103001,117.02792944915562,-355.7239221497123,522.9053628601188,5.520176896367805e-08
5,1.4883199999999998e-10,4.147199999999999e-11,1.3533382710697178e-07,15467.07514752547,0.0,0.0,0.0,0.0,0.0,8929.92,1430447358067.4277,413.2516874636689,204.2492993867774,230.49024699370588,18.716741978877057,-79.81252042191738,-133.7571477457894,-639.2556779074995,98.08038771913819,-333.4278437375348,514.6902335362086,7.654700232889168e-08
6,1.9859839999999997e-10,4.976639999999999e-11,1.8079641656068634e-07,20638.951146113213,0.0,0.0,0.0,0.0,0.0,11915.903999999999,1430445857592.5967,406.644861911981,208.8184912880886,228.72716077000672,23.13803172725972,-74.48868652033262,-132.96813639933765,-640.0949148513503,93.87417890974766,-332.14604602094244,512.1896794587157,1.020368387927059e-07
7,2.5831807999999997e-10,5.971967999999998e-11,2.3460846496835045e-07,26845.202344418507,0.0,0.0,0.0,0.0,0.0,15499.084799999997,1430456980539.8333,379.0583353636552,204.3394557231522,212.69925126906247,28.774932713440336,-74.24958004693154,-124.24704474708876,-637.3505517501007,89.17973171691676,-304.7996454132293,489.9329385127596,1.312954771021476e-07
8,3.29981696e-10,7.166361599999998e-11,2.996397824887955e-07,34292.70378238486,0.0,0.0,0.0,0.0,0.0,19798.901759999997,1430494820321.9136,372.90380075216586,204.2697235268392,210.46416915613216,31.855255707367373,-52.89896119714753,-134.50706377350636,-657.6018029804713,70.46450722367427,-319.9966410244329,499.43144621524647,1.6708654048204165e-07
9,4.1597803519999995e-10,8.599633919999998e-11,3.780814618024471e-07,43229.70550794448,0.0,0.0,0.0,0.0,0.0,24958.682111999995,1430585480446.9973,354.3395279257421,198.94163386268602,215.2064757856484,53.665558462772495,-32.764098630239296,-130.16286405590427,-673.6160966418305,40.794997481618694,-321.5680630917828,497.32899992683593,2.098550138537466e-07
10,5.191736422399999e-10,1.0319560703999998e-10,4.7233030948133315e-07,53954.10757861603,0.0,0.0,0.0,0.0,0.0,31150.418534399992,1430740475860.8623,353.77744665355715,182.3877283375896,215.15729012444416,59.92081552236737,-32.164042939602076,-117.42762336890397,-704.7771756753009,-8.494698533367165,-321.60679848207286,507.7878081788577,2.622564849662749e-07
11,6.430083706879998e-10,1.2383472844799998e-10,5.836167424227087e-07,66823.39006342189,0.0,0.0,0.0,0.0,0.0,38580.50224127999,1430922086617.0369,333.622449642871,171.58538145653583,239.56412409972788,79.1726612249447,-36.38825318496507,-111.02537262420665,-685.0806217588762,29.65107059260954,-297.22830816318736,472.5574902539296,3.207755134479386e-07
12,7.916100448255998e-10,1.4860167413759998e-10,7.176211787944805e-07,82266.52904518892,0.0,0.0,0.0,0.0,0.0,47496.60268953598,1431157198888.6877,304.8783297766091,156.34028379914815,246.3800136341084,133.90749517866817,11.605045632899676,-89.01248835610234,-625.9245137064134,74.93425917352451,-316.4781511097071,452.76328754154326,3.880568959646555e-07
13,9.416100448255998e-10,1.5e-10,8.516045529225499e-07,97854.98631330881,0.0,0.0,0.0,0.0,0.0,56496.60268953598,1431450680888.9475,328.88249250882706,199.45879954443788,251.14626621225045,83.98617722070244,-4.490420741610707,-86.5786730625756,-541.0923863241559,147.96259523044503,-324.3874545269732,445.34628853868253,4.548588392454579e-07
14,1.0916100448256e-09,1.5e-10,9.873403837568497e-07,113443.4435814287,0.0,0.0,0.0,0.0,0.0,65496.60268953598,1431689437413.7207,270.6977345807905,193.31932707880532,290.04495664598886,154.06506504264513,46.552159929168106,-54.84371109679677,-548.8752758653245,118.90302955937382,-317.24566701147364,425.81334212549757,5.187308405642825e-07
