step,time(s),dt(s),strain_eq,sigma_vm(Pa),s_xx(Pa),s_yy(Pa),s_zz(Pa),s_yz(Pa),s_zx(Pa),s_xy(Pa),density(1/m^2),Lpxx,Lpxy,Lpxz,Lpyx,Lpyy,Lpyz,Lpzx,Lpzy,Lpzz,epdot_eq(1/s),ep_eq(-)
1,2e-11,2e-11,6.8924030000635275e-09,800.0,0.0,0.0,800.0,0.0,0.0,0.0,956686183344.5453,-197.36656680079753,54.48812701846321,175.2975374959394,15.218171002799485,202.58040858772682,-185.80599925794803,-147.3426118776385,324.90169572812437,-5.213841786769635,248.34599130221542,4.9669198260443085e-09
2,4.3999999999999997e-11,2.3999999999999998e-11,1.53032785196541e-08,1760.0000000000002,0.0,0.0,1760.0,0.0,0.0,0.0,956690219544.6798,-200.5714109673183,55.54079410677713,168.52660313959603,14.211001805248879,195.00518763372222,-183.39853862856032,-147.35798401629043,323.5781108222724,5.566223333489259,245.99290627734055,1.0870749576700481e-08
3,7.28e-11,2.8799999999999997e-11,2.5297173944273713e-08,2912.0,0.0,0.0,2912.0,0.0,0.0,0.0,956695094529.4385,-197.19393545045008,55.838891619070914,165.0810900116265,11.814487644302318,195.86515810182027,-179.29702975914867,-142.94237698977014,323.7380047068889,1.3287773486902472,245.24208825548354,1.7933721718458406e-08
4,1.0735999999999999e-10,3.4559999999999995e-11,3.698170674885593e-08,4294.4,0.0,0.0,4294.4,0.0,0.0,0.0,956707041558.9392,-189.31040434044175,59.00832581607395,168.2862538975788,23.14828566042296,198.48853879734463,-180.98580203573232,-140.71861545901376,320.71216343178384,-9.178134456965706,243.3610995499437,2.6344281318904458e-08
5,1.4883199999999998e-10,4.147199999999999e-11,5.107126224371548e-08,5953.279999999999,0.0,0.0,5953.279999999999,0.0,0.0,0.0,956726229164.433,-192.71015367328977,50.85195254958834,165.91077877193126,19.04017389185429,202.14964878066036,-175.7413640227101,-139.59427189431727,315.4093935038395,-9.43949510728317,245.8090058897376,3.6538472411163654e-08
6,1.9859839999999997e-10,4.976639999999999e-11,6.721894499830339e-08,7943.935999999998,0.0,0.0,7943.935999999998,0.0,0.0,0.0,956755534829.3026,-169.4119509813592,47.97818260738905,178.40916676614992,43.59790497584632,179.39919537080527,-179.77017528960695,-144.46453628458104,325.4386821907004,-9.987244389380788,225.62962470190584,4.776724656592858e-08
7,2.5831807999999997e-10,5.971967999999998e-11,8.603021098978963e-08,10332.723199999997,0.0,0.0,10332.723199999997,0.0,0.0,0.0,956790734636.1226,-159.238360560387,51.63852342754093,181.02777378498283,48.79296412202594,176.05108898333532,-183.11444926578508,-149.01044810890224,325.1400846716124,-16.812728422866634,219.50694175332612,6.087613088521585e-08
8,3.29981696e-10,7.166361599999998e-11,1.0758159873332072e-07,13199.267839999997,0.0,0.0,13199.267839999997,0.0,0.0,0.0,956849371911.4843,-144.16142834675057,42.21343004357242,177.33093490951785,50.4855461586836,167.54116290430818,-185.82039580299693,-152.6506891653117,325.9972270701806,-23.37973455753051,206.2765943255293,7.565865753074836e-08
9,4.1597803519999995e-10,8.599633919999998e-11,1.3244346300585686e-07,16639.121407999995,0.0,0.0,16639.121407999995,0.0,0.0,0.0,956899046051.497,-130.39760996855696,47.27597326709859,182.88368297399919,45.10936422873474,154.249553365433,-182.8087847288005,-150.90527103886114,309.98155752655106,-23.851943396893756,190.14147080590007,9.201012795015943e-08
10,5.191736422399999e-10,1.0319560703999998e-10,1.6300330488984264e-07,20766.945689599994,0.0,0.0,20766.945689599994,0.0,0.0,0.0,956988376515.9137,-133.36759960227585,54.156811485483075,186.84444290069555,47.09451096218767,149.54410082802872,-185.70252999318308,-159.37770669942964,319.83695586516956,-16.176501225778917,191.33074671455532,1.1175462050278445e-07
